Filename,PromptID,PromptType,Model,Category,Tags
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Sequential Control/Answer1373_RTF_Grok.md,1373,RTF,Grok,Sequential Control,"ACT,ALM,INTLK,LOGIC,RPT,SEN,SEQ,TIC"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Sequential Control/Answer1374_RTF_Grok.md,1374,RTF,Grok,Sequential Control,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Advanced Process Control/Answer1303_RTF_Grok.md,1303,RTF,Grok,Advanced Process Control,"ALM,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Advanced Process Control/Answer1310_RTF_Grok.md,1310,RTF,Grok,Diagnostics and Communication,"ALM,PIC,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Advanced Process Control/Answer1301_RTF_Grok.md,1301,RTF,Grok,Advanced Process Control,"ALM,FIC,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Advanced Process Control/Answer1302_RTF_Grok.md,1302,RTF,Grok,Advanced Process Control,"ALM,PIC,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Advanced Process Control/Answer1305_RTF_Grok.md,1305,RTF,Grok,Advanced Process Control,"ALM,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Advanced Process Control/Answer1308_RTF_Grok.md,1308,RTF,Grok,Advanced Process Control,"ALM,FIC,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Advanced Process Control/Answer1306_RTF_Grok.md,1306,RTF,Grok,Advanced Process Control,"ALM,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Advanced Process Control/Answer1307_RTF_Grok.md,1307,RTF,Grok,Advanced Process Control,"ALM,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Advanced Process Control/Answer1304_RTF_Grok.md,1304,RTF,Grok,Advanced Process Control,"ALM,LOGIC,RPT,SEN,SEQ,TIC"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Advanced Process Control/Answer1309_RTF_Grok.md,1309,RTF,Grok,Advanced Process Control,"ACT,ALM,LOGIC,PIC,RPT,SEN,SEQ,TIC"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Interlocks/Answer1330_RTF_Grok.md,1330,RTF,Grok,Mathematical Functions,"ACT,ALM,FIC,INTLK,PIC,RPT,SEN,TIC"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Interlocks/Answer1324_RTF_Grok.md,1324,RTF,Grok,Interlocks,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Interlocks/Answer1329_RTF_Grok.md,1329,RTF,Grok,Interlocks,"ACT,ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Interlocks/Answer1321_RTF_Grok.md,1321,RTF,Grok,Interlocks,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Interlocks/Answer1325_RTF_Grok.md,1325,RTF,Grok,Interlocks,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Interlocks/Answer1323_RTF_Grok.md,1323,RTF,Grok,Interlocks,"ACT,ALM,INTLK,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Interlocks/Answer1327_RTF_Grok.md,1327,RTF,Grok,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Interlocks/Answer1328_RTF_Grok.md,1328,RTF,Grok,Interlocks,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Interlocks/Answer1322_RTF_Grok.md,1322,RTF,Grok,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Interlocks/Answer1326_RTF_Grok.md,1326,RTF,Grok,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Programmer Support/Answer1364_RTF_Grok.md,1364,RTF,Grok,Programmer Support,"ACT,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Programmer Support/Answer1368_RTF_Grok.md,1368,RTF,Grok,Programmer Support,"ALM,FIC,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Programmer Support/Answer1367_RTF_Grok.md,1367,RTF,Grok,Programmer Support,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Programmer Support/Answer1370_RTF_Grok.md,1370,RTF,Grok,Sequential Control,"ACT,ALM,FIC,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Programmer Support/Answer1362_RTF_Grok.md,1362,RTF,Grok,Programmer Support,"ACT,ALM,INTLK,LOGIC,RPT,SEN,SEQ,TIC"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Programmer Support/Answer1366_RTF_Grok.md,1366,RTF,Grok,Programmer Support,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Programmer Support/Answer1365_RTF_Grok.md,1365,RTF,Grok,Programmer Support,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Programmer Support/Answer1361_RTF_Grok.md,1361,RTF,Grok,Programmer Support,"ALM,FIC,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Programmer Support/Answer1363_RTF_Grok.md,1363,RTF,Grok,Programmer Support,"ALM,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Programmer Support/Answer1369_RTF_Grok.md,1369,RTF,Grok,Programmer Support,"ACT,ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Mathematical Functions/Answer1335_RTF_Grok.md,1335,RTF,Grok,Mathematical Functions,"ALM,INTLK,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Mathematical Functions/Answer1336_RTF_Grok.md,1336,RTF,Grok,Mathematical Functions,"ALM,INTLK,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Mathematical Functions/Answer1337_RTF_Grok.md,1337,RTF,Grok,Mathematical Functions,"ALM,INTLK,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Mathematical Functions/Answer1338_RTF_Grok.md,1338,RTF,Grok,Mathematical Functions,"ALM,INTLK,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Mathematical Functions/Answer1340_RTF_Grok.md,1340,RTF,Grok,PLC Programing Tasks,"ALM,INTLK,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Mathematical Functions/Answer1334_RTF_Grok.md,1334,RTF,Grok,Mathematical Functions,"ALM,INTLK,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Mathematical Functions/Answer1331_RTF_Grok.md,1331,RTF,Grok,Mathematical Functions,"ALM,INTLK,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Mathematical Functions/Answer1333_RTF_Grok.md,1333,RTF,Grok,Mathematical Functions,"ALM,INTLK,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Mathematical Functions/Answer1339_RTF_Grok.md,1339,RTF,Grok,Mathematical Functions,"ALM,INTLK,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Mathematical Functions/Answer1332_RTF_Grok.md,1332,RTF,Grok,Mathematical Functions,"INTLK,PIC,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Process Control/Answer1356_RTF_Grok.md,1356,RTF,Grok,Process Control,"ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Process Control/Answer1358_RTF_Grok.md,1358,RTF,Grok,Process Control,"ALM,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Process Control/Answer1354_RTF_Grok.md,1354,RTF,Grok,Process Control,"ACT,ALM,PIC,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Process Control/Answer1359_RTF_Grok.md,1359,RTF,Grok,Process Control,"ALM,FIC,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Process Control/Answer1352_RTF_Grok.md,1352,RTF,Grok,Process Control,"ACT,ALM,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Process Control/Answer1351_RTF_Grok.md,1351,RTF,Grok,Process Control,"ACT,ALM,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Process Control/Answer1355_RTF_Grok.md,1355,RTF,Grok,Process Control,"ACT,ALM,FIC,SEN,TIC"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Process Control/Answer1360_RTF_Grok.md,1360,RTF,Grok,Programmer Support,"ALM,FIC,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Process Control/Answer1353_RTF_Grok.md,1353,RTF,Grok,Process Control,"ALM,FIC,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Process Control/Answer1357_RTF_Grok.md,1357,RTF,Grok,Process Control,"ACT,ALM,FIC,PIC,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer1398_RTF_Grok.md,1398,RTF,Grok,Various Engineering Inputs,"ACT,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer1400_RTF_Grok.md,1400,RTF,Grok,Unknown,"ACT,ALM,PIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer1393_RTF_Grok.md,1393,RTF,Grok,Various Engineering Inputs,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN,TIC"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer1396_RTF_Grok.md,1396,RTF,Grok,Various Engineering Inputs,"ACT,ALM,INTLK,PIC"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer1392_RTF_Grok.md,1392,RTF,Grok,Various Engineering Inputs,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer1395_RTF_Grok.md,1395,RTF,Grok,Various Engineering Inputs,"LOGIC,RPT,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer1397_RTF_Grok.md,1397,RTF,Grok,Various Engineering Inputs,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer1394_RTF_Grok.md,1394,RTF,Grok,Various Engineering Inputs,"ACT,ALM,FIC,PIC,TIC"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer1391_RTF_Grok.md,1391,RTF,Grok,Various Engineering Inputs,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN,TIC"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer1399_RTF_Grok.md,1399,RTF,Grok,Various Engineering Inputs,"ACT,ALM,PIC,RPT"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer1317_RTF_Grok.md,1317,RTF,Grok,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer1311_RTF_Grok.md,1311,RTF,Grok,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer1318_RTF_Grok.md,1318,RTF,Grok,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer1319_RTF_Grok.md,1319,RTF,Grok,Diagnostics and Communication,"ALM,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer1313_RTF_Grok.md,1313,RTF,Grok,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer1312_RTF_Grok.md,1312,RTF,Grok,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer1314_RTF_Grok.md,1314,RTF,Grok,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer1315_RTF_Grok.md,1315,RTF,Grok,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer1316_RTF_Grok.md,1316,RTF,Grok,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer1320_RTF_Grok.md,1320,RTF,Grok,Interlocks,"ALM,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer1350_RTF_Grok.md,1350,RTF,Grok,Process Control,"ALM,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer1347_RTF_Grok.md,1347,RTF,Grok,PLC Programing Tasks,"ALM,INTLK,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer1345_RTF_Grok.md,1345,RTF,Grok,PLC Programing Tasks,"ACT,ALM,FIC,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer1346_RTF_Grok.md,1346,RTF,Grok,PLC Programing Tasks,"ACT,ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer1342_RTF_Grok.md,1342,RTF,Grok,PLC Programing Tasks,"ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer1349_RTF_Grok.md,1349,RTF,Grok,PLC Programing Tasks,"ACT,ALM,INTLK,SEN,SEQ"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer1348_RTF_Grok.md,1348,RTF,Grok,PLC Programing Tasks,SEN
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer1343_RTF_Grok.md,1343,RTF,Grok,PLC Programing Tasks,"ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer1344_RTF_Grok.md,1344,RTF,Grok,PLC Programing Tasks,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer1341_RTF_Grok.md,1341,RTF,Grok,PLC Programing Tasks,"ALM,INTLK,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Standard Algorithms/Answer1086_BAB_Grok.md,1086,BAB,Grok,Standard Algorithms,"ALM,INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Standard Algorithms/Answer1084_BAB_Grok.md,1084,BAB,Grok,Standard Algorithms,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Standard Algorithms/Answer1090_BAB_Grok.md,1090,BAB,Grok,Various Engineering Inputs,"ALM,INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Standard Algorithms/Answer1083_BAB_Grok.md,1083,BAB,Grok,Standard Algorithms,"INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Standard Algorithms/Answer1087_BAB_Grok.md,1087,BAB,Grok,Standard Algorithms,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Standard Algorithms/Answer1082_BAB_Grok.md,1082,BAB,Grok,Standard Algorithms,"ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Standard Algorithms/Answer1088_BAB_Grok.md,1088,BAB,Grok,Standard Algorithms,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Standard Algorithms/Answer1089_BAB_Grok.md,1089,BAB,Grok,Standard Algorithms,"ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Standard Algorithms/Answer1081_BAB_Grok.md,1081,BAB,Grok,Standard Algorithms,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Standard Algorithms/Answer1085_BAB_Grok.md,1085,BAB,Grok,Standard Algorithms,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Sequential Control/Answer1075_BAB_Grok.md,1075,BAB,Grok,Sequential Control,"INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Sequential Control/Answer1076_BAB_Grok.md,1076,BAB,Grok,Sequential Control,"ACT,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Sequential Control/Answer1080_BAB_Grok.md,1080,BAB,Grok,Standard Algorithms,"ACT,INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Sequential Control/Answer1071_BAB_Grok.md,1071,BAB,Grok,Sequential Control,"ACT,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Sequential Control/Answer1078_BAB_Grok.md,1078,BAB,Grok,Sequential Control,"INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Sequential Control/Answer1077_BAB_Grok.md,1077,BAB,Grok,Sequential Control,"ACT,ALM,FIC,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Sequential Control/Answer1079_BAB_Grok.md,1079,BAB,Grok,Sequential Control,"ACT,ALM,FIC,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Sequential Control/Answer1074_BAB_Grok.md,1074,BAB,Grok,Sequential Control,"ALM,INTLK,LOGIC,RPT,SEN,SEQ,TIC"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Sequential Control/Answer1072_BAB_Grok.md,1072,BAB,Grok,Sequential Control,"INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Sequential Control/Answer1073_BAB_Grok.md,1073,BAB,Grok,Sequential Control,"ALM,LOGIC,PIC,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Advanced Process Control/Answer1010_BAB_Grok.md,1010,BAB,Grok,Diagnostics and Communication,"ALM,INTLK,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Advanced Process Control/Answer1001_BAB_Grok.md,1001,BAB,Grok,Advanced Process Control,"ALM,FIC,LOGIC,RPT,SEN,TIC"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Advanced Process Control/Answer1009_BAB_Grok.md,1009,BAB,Grok,Advanced Process Control,"ALM,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Advanced Process Control/Answer1006_BAB_Grok.md,1006,BAB,Grok,Advanced Process Control,"ALM,FIC,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Advanced Process Control/Answer1005_BAB_Grok.md,1005,BAB,Grok,Advanced Process Control,"ALM,FIC,RPT,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Advanced Process Control/Answer1003_BAB_Grok.md,1003,BAB,Grok,Advanced Process Control,"ALM,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Advanced Process Control/Answer1007_BAB_Grok.md,1007,BAB,Grok,Advanced Process Control,"ALM,LOGIC,RPT,SEN,SEQ,TIC"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Advanced Process Control/Answer1008_BAB_Grok.md,1008,BAB,Grok,Advanced Process Control,"ALM,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Advanced Process Control/Answer1004_BAB_Grok.md,1004,BAB,Grok,Advanced Process Control,"ALM,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Advanced Process Control/Answer1002_BAB_Grok.md,1002,BAB,Grok,Advanced Process Control,"ALM,PIC,RPT"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Interlocks/Answer1024_BAB_Grok.md,1024,BAB,Grok,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Interlocks/Answer1022_BAB_Grok.md,1022,BAB,Grok,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Interlocks/Answer1026_BAB_Grok.md,1026,BAB,Grok,Interlocks,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Interlocks/Answer1021_BAB_Grok.md,1021,BAB,Grok,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Interlocks/Answer1023_BAB_Grok.md,1023,BAB,Grok,Interlocks,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Interlocks/Answer1028_BAB_Grok.md,1028,BAB,Grok,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Interlocks/Answer1025_BAB_Grok.md,1025,BAB,Grok,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Interlocks/Answer1030_BAB_Grok.md,1030,BAB,Grok,Mathematical Functions,"ACT,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Interlocks/Answer1029_BAB_Grok.md,1029,BAB,Grok,Interlocks,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN,TIC"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Interlocks/Answer1027_BAB_Grok.md,1027,BAB,Grok,Interlocks,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Programmer Support/Answer1070_BAB_Grok.md,1070,BAB,Grok,Sequential Control,"ACT,FIC,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Programmer Support/Answer1067_BAB_Grok.md,1067,BAB,Grok,Programmer Support,"ACT,ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Programmer Support/Answer1066_BAB_Grok.md,1066,BAB,Grok,Programmer Support,"ALM,INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Programmer Support/Answer1062_BAB_Grok.md,1062,BAB,Grok,Programmer Support,"ALM,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Programmer Support/Answer1061_BAB_Grok.md,1061,BAB,Grok,Programmer Support,"ACT,ALM,FIC,INTLK,LOGIC,RPT,SEN,TIC"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Programmer Support/Answer1065_BAB_Grok.md,1065,BAB,Grok,Programmer Support,"ACT,ALM,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Programmer Support/Answer1064_BAB_Grok.md,1064,BAB,Grok,Programmer Support,"ACT,ALM,FIC,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Programmer Support/Answer1068_BAB_Grok.md,1068,BAB,Grok,Programmer Support,"ACT,ALM,INTLK,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Programmer Support/Answer1063_BAB_Grok.md,1063,BAB,Grok,Programmer Support,"INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Programmer Support/Answer1069_BAB_Grok.md,1069,BAB,Grok,Programmer Support,"ALM,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Mathematical Functions/Answer1034_BAB_Grok.md,1034,BAB,Grok,Mathematical Functions,"ALM,INTLK,PIC,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Mathematical Functions/Answer1039_BAB_Grok.md,1039,BAB,Grok,Mathematical Functions,"ALM,INTLK,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Mathematical Functions/Answer1035_BAB_Grok.md,1035,BAB,Grok,Mathematical Functions,"ALM,INTLK,PIC,RPT,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Mathematical Functions/Answer1032_BAB_Grok.md,1032,BAB,Grok,Mathematical Functions,"ALM,INTLK,PIC,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Mathematical Functions/Answer1033_BAB_Grok.md,1033,BAB,Grok,Mathematical Functions,"ALM,INTLK,SEN"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Mathematical Functions/Answer1031_BAB_Grok.md,1031,BAB,Grok,Mathematical Functions,"ALM,INTLK,RPT,SEN,SEQ"
../Industrial-Control/Models/Grok/B-A-B(Before-After-Before)/Mathematical Functions/Answer1040_BAB_Grok.md,1040,BAB,Grok,PLC Programing Tasks,"ALM,INTLK,PIC,SEN,SEQ"
